src_page,dest_page
1351666,10194815
1351666,10194797
1351666,10189983
1351666,10189975
1351666,10147839
1351666,10094776
1351666,10086241
1351666,10042520
1351666,9911662
1351666,9899891
1351666,9726792
1351666,9723661
1351666,9074462
1351666,9074076
1351666,9065174
1351666,9033403
1351666,9013267
1351666,9012614
1351666,9012532
1351666,8995826
1351666,8975765
1351666,8305740
1351666,8305603
1351666,8281895
1351666,8281840
1351666,8280573
1351666,8280513
1351666,8279356
1351666,8279309
1351666,8277711
1351666,8276610
1351666,7797610
1351666,7797449
1351666,7710357
1351666,7709254
1351666,6058351
1351666,6057857
1351666,6046078
1351666,6046076
1351666,5997084
1351666,5968275
1351666,5833720
1351666,5786467
1351666,5786427
1351666,5786365
1351666,5786347
1351666,5779439
1351666,5767889
1351666,5767265
1351666,5728891
1351666,5638904
1351666,5637659
1351666,5623635
1351666,5570836
1351666,5546849
1351666,5546832
1351666,5095765
1351666,5095758
1351666,5052993
1351666,5052957
1351666,5033079
1351666,4930193
1351666,4882747
1351666,4780819
1351666,4775050
1351666,4696568
1351666,4612920
1351666,4521119
1351666,4520504
1351666,4519150
1351666,4206206
1351666,4135382
1351666,4131580
1351666,4126438
1351666,4096363
1351666,4094751
1351666,4094016
1351666,3900964
1351666,3888644
1351666,3888130
1351666,3316012
1351666,3315989
1351666,3315407
1351666,3315401
1351666,3315391
1351666,2852083
1351666,2785858
1351666,2686450
1351666,2592740
1351666,2238625
1351666,2238534
1351666,2220122
1351666,2216409
1351666,2156551
1351666,2045066
1351666,1947870
1351666,1748722
8746986,9714370
1149220,2834643
1149220,1343778
50640,1417247
50640,1346528
50640,1345988
50640,502088
50640,188624
50640,177692
50640,94837
50640,68804
50640,64252
74458,191338
74458,184877
74458,175970
74458,117985
74458,83312
4465802,6957136
4465802,9870731
3179660,5599778
139957,553375
139957,533244
139957,184877
139957,184682
139957,184681
29803,8166652
29803,1643119
29803,1345297
29803,1345294
29803,1345292
29803,522695
29803,183790
29803,43588
29803,37245
29803,1440981
29803,688365
29803,617720
29803,535612
29803,504507
29803,275078
29803,132898
29803,80454
29803,67166
29803,50053
2896832,9855818
1077774,1347597
1077774,10173544
1077774,9075020
1077774,8949036
1077774,8757975
1077774,4386155
1077774,4041673
1077774,2591999
1077774,1686691
1077774,1629302
1077774,1620609
1077774,1571130
1077774,1249841
1155181,2001570
4102591,6362807
4102591,6222885
4102591,6035900
1125411,1344108
1125411,1343433
1301065,1326299
541884,2574095
541884,1098476
8809518,9714370
199506,1343778
199506,758575
199506,731823
199506,683874
199506,533244
199506,9564902
199506,8039146
199506,7667387
199506,7655088
199506,7023957
199506,6784557
199506,4777463
199506,4040840
199506,3939121
199506,3560040
199506,2887992
199506,2527772
199506,2310605
199506,2310593
199506,2077559
199506,2074041
199506,1995283
199506,1968688
199506,1754972
199506,1753287
199506,1750765
199506,1531064
199506,1489484
199506,1353584
199506,1251267
199506,912217
199506,878437
199506,822282
199506,791471
199506,790470
199506,712802
199506,658361
199506,589378
199506,552766
199506,510036
199506,486654
199506,367988
199506,363016
199506,289152
199506,270375
199506,260108
9652061,10331184
9652061,9984118
9652061,9905712
9652061,9894437
1381450,2084359
4855822,10203820
1167094,8166652
1167094,1345519
139965,1374927
139965,1343432
139965,553375
139965,184877
139965,184682
139965,184681
163785,731823
163785,9920046
163785,8776558
163785,8118004
163785,7540416
163785,4040097
163785,2499758
163785,2496332
163785,2327833
163785,1240017
163785,1151039
163785,898696
163785,691991
163785,617720
163785,617150
163785,328260
896173,1594862
896173,1143140
896173,1098476
896173,7524310
896173,1180907
845556,1347597
845556,7772165
845556,7757655
845556,6163227
845556,6113671
845556,5991909
845556,5982702
845556,5982405
845556,5899405
845556,5873967
845556,5822667
845556,5814027
845556,5794069
845556,5763267
845556,5761741
845556,5733073
845556,5639032
845556,5579556
845556,5572255
845556,5571283
845556,5561350
845556,5559888
845556,5556081
845556,5555255
845556,5555014
845556,5551699
845556,5550881
845556,5549688
845556,5538323
845556,5536139
845556,5535391
845556,5535134
845556,5534438
845556,5528095
845556,5517592
845556,5512973
845556,5512560
845556,5503475
845556,5503341
845556,5501711
845556,5498207
845556,5497163
845556,5495972
845556,5491717
845556,5489335
845556,5437132
845556,5416866
845556,5378606
845556,5332535
845556,5314314
845556,5205893
845556,4298161
845556,4174029
845556,3998197
845556,3722213
845556,3627639
845556,3624374
845556,3130703
845556,2782698
845556,1748473
845556,1669338
845556,1338211
845556,1335563
845556,1335491
845556,1320140
845556,1320103
845556,1311461
845556,1296019
845556,1291249
845556,1291240
845556,1198580
845556,1198573
845556,1198558
4084736,6845175
43,1417247
43,1346528
43,1346356
43,1345519
43,408934
43,94837
43,41670
43,37363
43,31934
43,28956
43,12631
1566041,8477366
1566041,5776963
1566041,5584190
1566041,4670551
1566041,4664986
1566041,3965947
1566041,3724406
1566041,3501183
1566041,3107505
1566041,3106964
3021,562751
3021,28956
4290163,9847506
1783376,2180507
8276610,9865337
1077785,1347597
1634516,3538758
806861,2077525
806863,1315657
1167103,10182623
1167103,9632128
3995426,4175190
139975,553375
139975,533244
139975,184877
139975,184682
139975,184681
1223671,1367426
1223671,1301429
303722,758575
303722,731823
303722,2077547
1125425,10469548
1155197,1346606
541898,4595520
541898,4391806
541898,3142608
541898,2801520
1304057,2107221
1304057,2084532
1304057,2079664
1304057,2077393
1304057,2076696
1304057,1409104
8985186,9636865
119139,758575
119139,731823
119139,683874
119139,526956
2405615,5203608
2405615,4625647
485333,2982378
139980,1765486
139980,731823
139980,533244
139980,184877
139980,184682
139980,184681
1342762,1687799
908091,1718127
273955,1098476
273955,731823
273955,533244
273955,395790
887255,6436368
887255,6359736
887255,4275850
887255,3317487
848552,1098476
1208793,1452645
7565077,10261718
1155205,1346606
1149252,1445149
3861465,10178880
3861465,10178861
663972,4091609
1458880,2084345
1458880,1766304
3143966,5813591
3143966,5813273
3143966,3732438
568704,1475466
568704,1342273
568704,2786426
1631558,2077516
1536288,2107550
1536288,2077555
1536288,4246582
1536288,4246557
1536288,2189669
1107576,1517680
1107576,1517651
1107576,1354853
1086736,1098476
1086736,10385853
1086736,10170528
1086736,9699481
1086736,9481153
1086736,9299394
1086736,9187438
1086736,7975531
1086736,7477581
1086736,7186803
1086736,7051114
1086736,5169802
1086736,4235676
1086736,2979573
1086736,1870146
1086736,1485047
1086736,1485042
1086736,1485039
1086736,1484917
1086736,1484882
1086736,1484865
1086736,1484835
1086736,1484819
1086736,1201602
1086736,1200583
1086736,1200452
1086736,1199605
1086736,1195159
1086736,1194397
1086736,1193513
1086736,1193477
1086736,1193416
1086736,1193367
1086736,1193037
1086736,1192923
1086736,1192852
1086736,1192792
1086736,1191765
1086736,1191725
1086736,1191703
1086736,1191660
1086736,1191596
1086736,1191300
1086736,1191239
1086736,1191168
1086736,1190793
1086736,1190331
1086736,1190267
1086736,1189397
1086736,1189381
1086736,1167103
530002,1343433
530002,1159446
530002,553375
568707,1343433
568707,1342273
568707,1159446
568707,2431316
568707,1783376
562751,1718127
148925,758575
148925,731823
148925,283424
148925,276946
1458885,2084532
1458885,1766304
658023,1367426
658023,1098476
4957074,9577466
452597,1347806
452597,1098476
452597,731823
452597,9642305
452597,9577497
452597,9184611
452597,902429
1720878,3074491
497257,1367426
497257,1343432
497257,1158396
497257,1098476
497257,1091460
1622632,5483686
276946,10638208
276946,10636224
276946,10617909
276946,10598721
276946,10595451
276946,10594648
276946,10565022
276946,10563440
276946,10549518
276946,10528310
276946,10506396
276946,10478496
276946,10432599
276946,10413285
276946,10400015
276946,10391288
276946,10386634
276946,10385324
276946,10370511
276946,10335834
276946,10321799
276946,10308445
276946,10301340
276946,10299538
276946,10253281
276946,10242611
276946,10242608
276946,10237020
276946,10226355
276946,10218555
276946,10202247
276946,10182946
276946,10163486
276946,10155412
276946,10154933
276946,10146016
276946,10131735
276946,10131143
276946,10123307
276946,10064033
276946,10058064
276946,10043972
276946,9946536
276946,9941254
276946,9905649
276946,9905242
276946,9887574
276946,9846867
276946,9846393
276946,9839905
276946,9835141
276946,9834762
276946,9827873
276946,9794821
276946,9792347
276946,9785868
276946,9780863
276946,9780427
276946,9779367
276946,9777164
276946,9776633
276946,9774983
276946,9774649
276946,9772067
276946,9770644
276946,9764644
276946,9761593
276946,9761393
276946,9759945
276946,9757148
276946,9756847
276946,9755512
276946,9753747
276946,9753422
276946,9753029
276946,9737997
276946,9728972
276946,9722903
276946,9714370
276946,9706716
276946,9697393
276946,9696326
276946,9695483
276946,9695153
276946,9691893
276946,9689861
276946,9686626
276946,9684411
276946,9683732
276946,9681857
276946,9681157
276946,9681008
276946,9676585
276946,9676438
276946,9676030
276946,9675052
276946,9674841
276946,9674062
276946,9671888
276946,9671086
276946,9665814
276946,9665119
276946,9664563
276946,9663417
276946,9663196
276946,9663054
276946,9662714
276946,9660480
276946,9660191
276946,9660114
276946,9659853
276946,9659488
276946,9657211
276946,9655706
276946,9655017
276946,9654845
276946,9654584
276946,9652061
276946,9651230
276946,9650970
276946,9650943
276946,9650281
276946,9649637
276946,9649047
276946,9648735
276946,9647137
276946,9646764
276946,9645746
276946,9645562
276946,9644823
276946,9642176
276946,9641868
276946,9640455
276946,9640097
276946,9639764
276946,9637965
276946,9633997
276946,9633211
276946,9632643
276946,9632399
276946,9632128
276946,9631691
276946,9626689
276946,9623744
276946,9621057
276946,9618983
276946,9616638
276946,9615558
276946,9614421
276946,9613983
276946,9612601
276946,9607749
276946,9607630
276946,9605848
276946,9605000
276946,9604506
276946,9604396
276946,9604180
276946,9603553
276946,9603186
276946,9601883
276946,9601432
276946,9600412
276946,9598383
276946,9597620
276946,9589548
276946,9587939
276946,9559224
276946,9553481
276946,9526895
276946,9524671
276946,9502410
276946,9495410
276946,9494014
276946,9474924
276946,9441871
276946,9400769
276946,9392332
276946,9375119
276946,9342367
276946,9342111
276946,9342027
276946,9330550
276946,9319118
276946,9293341
276946,9255692
276946,9255639
276946,9222857
276946,9197227
276946,9175314
276946,9152495
276946,9142811
276946,9136692
276946,9033658
276946,8992883
276946,8989838
276946,8979681
276946,8963984
276946,8947213
276946,8946017
276946,8932554
276946,8909523
276946,8872173
276946,8871857
276946,8816860
276946,8807806
276946,8796476
276946,8786621
276946,8770589
276946,8768877
276946,8764767
276946,8756955
276946,8750392
276946,8746986
276946,8739357
276946,8719404
276946,8707092
276946,8684203
276946,8667790
276946,8661419
276946,8661064
276946,8660673
276946,8631858
276946,8624675
276946,8622880
276946,8609924
276946,8600618
276946,8596266
276946,8562873
276946,8514786
276946,8496035
276946,8495923
276946,8495885
276946,8495728
276946,8495712
276946,8495668
276946,8492452
276946,8482302
276946,8481121
276946,8458677
276946,8408503
276946,8402360
276946,8399497
276946,8395286
276946,8382980
276946,8351550
276946,8348975
276946,8346635
276946,8345496
276946,8342784
276946,8316816
276946,8311709
276946,8294241
276946,8278028
276946,8268168
276946,8268094
276946,8255804
276946,8233809
276946,8183494
276946,8183488
276946,8158355
276946,8143216
276946,8082646
276946,8082604
276946,8053611
276946,8053533
276946,8047925
276946,8026393
276946,8018117
276946,8017205
276946,8010829
276946,8001077
276946,7980158
276946,7955106
276946,7926822
276946,7919438
276946,7913406
276946,7902863
276946,7888425
276946,7865145
276946,7858755
276946,7806476
276946,7789754
276946,7783563
276946,7761214
276946,7751609
276946,7722353
276946,7671329
276946,7657798
276946,7651120
276946,7632267
276946,7597058
276946,7594860
276946,7586917
276946,7572894
276946,7572120
276946,7544793
276946,7538870
276946,7348639
276946,7182965
276946,7050678
276946,7033496
276946,7030055
276946,6966992
276946,6902866
276946,6825080
276946,6776070
276946,6770815
276946,6727677
276946,6702656
276946,6663875
276946,6637551
276946,6585078
276946,6567126
276946,6525629
276946,6517440
276946,6515484
276946,6507011
276946,6495568
276946,6490564
276946,6489998
276946,6488860
276946,6462265
276946,6444739
276946,6439463
276946,6436559
276946,6431174
276946,6416920
276946,6415953
276946,6405940
276946,6335312
276946,6334880
276946,6246849
276946,6214456
276946,6211117
276946,6160459
276946,6133663
276946,6127900
276946,6127252
276946,6117779
276946,6116375
276946,6064855
276946,6062910
276946,6012811
276946,5931782
276946,5846265
276946,5810511
276946,5798316
276946,5797652
276946,5795340
276946,5778191
276946,5771798
276946,5754473
276946,5639032
276946,5624010
276946,5614075
276946,5613429
276946,5581962
276946,5509984
276946,5509457
276946,5498072
276946,5479193
276946,5455857
276946,5444567
276946,5423589
276946,5399190
276946,5375316
276946,5322149
276946,5322046
276946,5321026
276946,5320823
276946,5298821
276946,5294680
276946,5257893
276946,5252096
276946,5177860
276946,5169619
276946,5150620
276946,5145331
276946,5135392
276946,5123094
276946,5101148
276946,5043131
276946,4977614
276946,4929180
276946,4919732
276946,4913486
276946,4903390
276946,4896414
276946,4855822
276946,4850380
276946,4847704
276946,4815954
276946,4803025
276946,4737110
276946,4723647
276946,4691114
276946,4685000
276946,4678583
276946,4672865
276946,4671474
276946,4630654
276946,4629580
276946,4628417
276946,4571091
276946,4557268
276946,4530969
276946,4503312
276946,4497287
276946,4483721
276946,4479870
276946,4478505
276946,4461668
276946,4400170
276946,4400052
276946,4382272
276946,4355595
276946,4325799
276946,4323695
276946,4309157
276946,4304134
276946,4296458
276946,4280676
276946,4245929
276946,4239301
276946,4216578
276946,4216004
276946,4191657
276946,4190593
276946,4174523
276946,4171726
276946,4167438
276946,4156482
276946,4153704
276946,4153368
276946,4152227
276946,4144544
276946,4133057
276946,4127885
276946,4121770
276946,4118635
276946,4095493
276946,4085959
276946,3964325
276946,3891524
276946,3882548
276946,3875932
276946,3850280
276946,3847198
276946,3844813
276946,3827630
276946,3823489
276946,3820486
276946,3819139
276946,3786575
276946,3770496
276946,3768762
276946,3751056
276946,3749063
276946,3746214
276946,3736956
276946,3736945
276946,3736930
276946,3736921
276946,3736912
276946,3736909
276946,3736889
276946,3736876
276946,3736849
276946,3736681
276946,3736168
276946,3736150
276946,3736115
276946,3735133
276946,3735124
276946,3735111
276946,3733678
276946,3731444
276946,3727862
276946,3724406
276946,3712225
276946,3711107
276946,3710921
276946,3708306
276946,3707667
276946,3706473
276946,3702308
276946,3701621
276946,3701585
276946,3673995
276946,3638199
276946,3638096
276946,3637720
276946,3626164
276946,3612861
276946,3608292
276946,3590695
276946,3577579
276946,3570337
276946,3518752
276946,3498174
276946,3477300
276946,3474995
276946,3468254
276946,3466930
276946,3458421
276946,3455683
276946,3442055
276946,3441918
276946,3440816
276946,3428276
276946,3425886
276946,3423817
276946,3404684
276946,3404343
276946,3374492
276946,3372834
276946,3370969
276946,3369682
276946,3369566
276946,3361687
276946,3360040
276946,3359932
276946,3357232
276946,3355166
276946,3348829
276946,3348689
276946,3345363
276946,3338429
276946,3314962
276946,3307130
276946,3302513
276946,3298016
276946,3288839
276946,3286882
276946,3265813
276946,3261524
276946,3254218
276946,3250569
276946,3247245
276946,3241757
276946,3231998
276946,3225361
276946,3213802
276946,3199046
276946,3162560
276946,3162301
276946,3137585
276946,3127301
276946,3121284
276946,3103196
276946,3102838
276946,3101866
276946,3093858
276946,3077691
276946,3077536
276946,3070649
276946,3058065
276946,3051146
276946,3051136
276946,3051103
276946,3048729
276946,3043371
276946,3042425
276946,3034083
276946,3012890
276946,3009360
276946,2993733
276946,2992575
276946,2986559
276946,2983824
276946,2963861
276946,2961791
276946,2955669
276946,2955186
276946,2952929
276946,2948489
276946,2940603
276946,2901903
276946,2896832
276946,2887764
276946,2851410
276946,2831532
276946,2828264
276946,2823423
276946,2819880
276946,2787527
276946,2784989
276946,2783186
276946,2764931
276946,2761528
276946,2727798
276946,2724707
276946,2685993
276946,2683790
276946,2645466
276946,2606909
276946,2600321
276946,2594805
276946,2558929
276946,2555270
276946,2539675
276946,2499758
276946,2492177
276946,2482491
276946,2479202
276946,2473548
276946,2461269
276946,2457647
276946,2435526
276946,2431316
276946,2430203
276946,2426813
276946,2407720
276946,2403196
276946,2398288
276946,2378165
276946,2374700
276946,2368065
276946,2359845
276946,2345641
276946,2325699
276946,2323566
276946,2295384
276946,2287701
276946,2284479
276946,2273420
276946,2245895
276946,2234368
276946,2230509
276946,2221195
276946,2214167
276946,2208079
276946,2203257
276946,2196933
276946,2187278
276946,2177621
276946,2174160
276946,2171328
276946,2168212
276946,2129809
276946,2126204
276946,2110768
276946,2097439
276946,2087001
276946,2084359
276946,2084038
276946,2077367
276946,2075448
276946,2070516
276946,2066397
276946,2059789
276946,2048636
276946,2048164
276946,2015229
276946,1998391
276946,1997634
276946,1996747
276946,1981589
276946,1979467
276946,1978310
276946,1968585
276946,1961743
276946,1960855
276946,1960849
276946,1954183
276946,1927404
276946,1922399
276946,1895765
276946,1895324
276946,1893898
276946,1890608
276946,1868553
276946,1865902
276946,1865864
276946,1865693
276946,1861127
276946,1842226
276946,1828005
276946,1826104
276946,1784198
276946,1783376
276946,1783020
276946,1753721
276946,1716065
276946,1705522
276946,1674590
276946,1660029
276946,1656736
276946,1656370
276946,1631080
276946,1622466
276946,1618836
276946,1614421
276946,1591225
276946,1571130
276946,1568273
276946,1567776
276946,1563641
276946,1539472
276946,1523703
276946,1517590
276946,1514589
276946,1496933
276946,1460013
276946,1456576
276946,1448729
276946,1448707
276946,1448703
276946,1448697
276946,1448686
276946,1448614
276946,1448609
276946,1448603
276946,1448395
276946,1448373
276946,1448358
276946,1448286
276946,1444573
276946,1440064
276946,1435420
276946,1434443
276946,1434392
276946,1417777
276946,1412499
276946,1408668
276946,1403743
276946,1384157
276946,1375451
276946,1367350
276946,1360836
276946,1357877
276946,1350602
276946,1343433
276946,1315425
276946,1313048
276946,1288281
276946,1285434
276946,1273683
276946,1273364
276946,1268644
276946,1256867
276946,1249983
276946,1221096
276946,1216353
276946,1202285
276946,1199100
276946,1198917
276946,1171089
276946,1164311
276946,1164248
276946,1162278
276946,1158955
276946,1151039
276946,1146996
276946,1135080
276946,1126182
276946,1121505
276946,1121008
276946,1105225
276946,1035611
276946,1016919
276946,1016517
276946,957447
276946,905171
276946,905033
276946,904641
276946,904120
276946,904113
276946,904101
276946,904089
276946,903629
276946,902824
276946,898696
276946,898624
276946,896712
276946,896689
276946,896516
276946,895213
276946,893483
276946,893016
276946,890160
276946,889986
276946,888410
276946,888358
276946,887658
276946,887041
276946,863209
276946,847365
276946,842977
276946,833753
276946,783071
276946,779221
276946,775912
276946,768333
276946,762867
276946,761971
276946,744796
276946,733009
276946,732409
276946,731474
276946,731295
276946,730967
276946,729148
276946,725586
276946,724316
276946,703016
276946,702159
276946,696618
276946,688365
276946,688349
276946,682669
276946,665066
276946,660852
276946,653510
276946,653315
276946,650233
276946,640783
276946,637543
276946,623458
276946,623298
276946,621368
276946,617403
276946,615882
276946,615779
276946,609219
276946,608419
276946,598155
276946,590919
276946,582644
276946,577808
276946,574110
276946,559550
276946,556672
276946,550182
276946,547179
276946,544476
276946,544186
276946,537892
276946,525698
276946,521818
276946,513973
276946,510036
276946,501770
276946,485071
276946,464994
276946,460999
276946,458887
276946,456549
276946,452528
276946,452522
276946,435717
276946,423807
276946,423017
276946,419782
276946,416957
276946,411998
276946,381687
276946,370207
276946,367277
276946,363016
276946,357676
276946,352722
276946,349868
276946,337337
276946,328260
276946,320002
276946,319180
276946,310433
276946,308968
276946,303445
276946,301811
276946,301400
276946,286868
276946,286827
276946,285743
276946,285731
276946,285726
276946,285718
276946,285708
1417207,2084532
297787,3791264
297787,1555553
297787,1362039
297787,533244
297787,506862
297787,314399
485350,553375
1062924,1367426
1062924,1367422
1062924,1345990
1062924,1301429
1062924,1098476
80454,553375
80454,502088
80454,276946
80454,10182946
80454,9361671
80454,9342111
80454,9319063
80454,9308141
80454,8774019
80454,8687664
80454,8603331
80454,8505749
80454,8406904
80454,8385614
80454,8380576
80454,8290547
80454,7918786
80454,7914660
80454,7877283
80454,6027165
80454,5595977
80454,5586508
80454,4144544
80454,4105551
80454,3781479
80454,3586510
80454,3384913
80454,2993446
80454,2992062
80454,2950386
80454,2710612
80454,2405751
80454,1626722
80454,1532249
80454,1531387
80454,1450365
80454,1286444
80454,1236891
80454,897194
80454,768772
80454,688349
80454,674287
80454,653320
80454,577082
80454,574110
80454,555655
80454,546181
80454,545516
80454,537541
80454,519148
80454,518764
80454,487404
80454,382973
80454,258010
80454,228223
80454,123196
139998,731823
139998,533244
139998,184877
139998,184682
139998,184681
9220403,9911662
6514145,9959730
2932585,3165613
1095675,10439877
1095675,10247020
1095675,10169921
1095675,9821153
1095675,9584398
1095675,9362260
1095675,9110708
1095675,9030425
1095675,8603331
1095675,8599685
1095675,8576216
1095675,8447602
1095675,8406904
1095675,8403124
1095675,8379568
1095675,7888425
1095675,7718947
1095675,7640566
1095675,7626897
1095675,7126741
1095675,6758750
1095675,6700543
1095675,6439266
1095675,6035855
1095675,6033733
1095675,6027165
1095675,5585735
1095675,5523721
1095675,5519741
1095675,5091555
1095675,5057181
1095675,4883539
1095675,4629580
1095675,4489440
1095675,4304552
1095675,4171743
1095675,4105551
1095675,3957145
1095675,3896941
1095675,3797183
1095675,3738584
1095675,3637083
1095675,3394416
1095675,3385263
1095675,3305963
1095675,3241386
1095675,3008441
1095675,3008363
1095675,2984295
1095675,2875751
1095675,2808520
1095675,2738953
1095675,2729661
1095675,2724397
1095675,2709330
1095675,2704694
1095675,2703893
1095675,2412501
1095675,2394794
1095675,2263729
1095675,2262956
1095675,2140048
1095675,2066470
1095675,2066385
1095675,2066340
1095675,1928720
1095675,1895621
1095675,1862609
1095675,1795171
1095675,1662840
1095675,1630967
1095675,1554882
1095675,1541429
1095675,1531064
1095675,1524011
1095675,1453493
1095675,1453417
1095675,1352129
1095675,1349454
1095675,1332855
1095675,1327340
1095675,1298821
1095675,1286770
1095675,1268644
1095675,1268037
1095675,1262940
1095675,1240259
1095675,1240017
1095675,1212746
1095675,1212723
1095675,1212153
1095675,1210196
1095675,1207647
1095675,1196332
1095675,1185002
1095675,1157389
1095675,1132801
783071,1351275
3286882,10203820
3286882,8787047
1149267,1345990
1819134,2549625
1819134,2258113
821779,1343778
5397708,7582133
288864,1351666
288864,1346528
321614,1343441
321614,10582845
321614,10319594
321614,9828901
321614,9712997
321614,9473912
321614,9411556
321614,9367454
321614,9355717
321614,9350855
321614,9348442
321614,9344151
321614,9336319
321614,9310628
321614,9298264
321614,9286315
321614,9094327
321614,9035103
321614,8878166
321614,8760286
321614,8760020
321614,8759616
321614,8756453
321614,8748069
321614,8745058
321614,8740882
321614,8738364
321614,8736770
321614,8715410
321614,8711650
321614,8711152
321614,8709855
321614,8708855
321614,8708246
321614,8707007
321614,8703545
321614,8693345
321614,8686843
321614,8678569
321614,8674341
321614,8645467
321614,8566618
321614,8565778
321614,8563115
321614,8545263
321614,8531035
321614,8521771
321614,8499780
321614,8499030
321614,8498366
321614,8491300
321614,8484184
321614,8481002
321614,8480785
321614,8472414
321614,8470770
321614,8468341
321614,8467435
321614,8466859
321614,8466127
321614,8463135
321614,8461569
321614,8460007
321614,8458004
321614,8457144
321614,8455801
321614,8454302
321614,8450950
321614,8447775
321614,8446140
321614,8445531
321614,8443947
321614,8443542
321614,8418399
321614,8414923
321614,8414126
321614,8405000
321614,8399192
321614,8390916
321614,8384574
321614,8111349
321614,8088632
321614,7583639
321614,7522209
321614,7522144
321614,6694728
321614,6383680
321614,6058957
321614,5722561
321614,5718656
321614,5543306
321614,5503805
321614,5221468
321614,5092877
321614,5088770
321614,4897229
321614,4844765
321614,4844707
321614,4844129
321614,4844083
321614,4665593
321614,4211548
321614,4179903
321614,3562817
321614,3561750
321614,3425886
321614,2642482
321614,2531939
321614,2077545
321614,1612133
321614,1356967
321614,1155156
321614,1154448
321614,1154442
321614,1154437
321614,1154429
321614,1154423
321614,1154409
321614,1150769
321614,1150764
321614,1150759
321614,1149141
321614,1148963
321614,1148959
1452944,3142494
1149271,1345990
276958,1343441
276958,1343433
276958,1342273
276958,10607950
276958,10598721
276958,10579871
276958,10549518
276958,10549481
276958,10506396
276958,10458017
276958,10386634
276958,10370511
276958,10321799
276958,10252086
276958,10239420
276958,10173544
276958,10123307
276958,10094788
276958,10092978
276958,10061202
276958,10057465
276958,9853464
276958,9826855
276958,9785868
276958,9770644
276958,9752087
276958,9718400
276958,9603553
276958,9600718
276958,9583870
276958,9562287
276958,9562236
276958,9534612
276958,9526895
276958,9524671
276958,9501529
276958,9465425
276958,9441871
276958,9318611
276958,9312773
276958,9203279
276958,9139544
276958,9075020
276958,9015823
276958,9015808
276958,8998096
276958,8985133
276958,8979681
276958,8816860
276958,8791964
276958,8765291
276958,8744371
276958,8739357
276958,8719404
276958,8636342
276958,8603331
276958,8596266
276958,8575748
276958,8502603
276958,8460392
276958,8458677
