src_id,src_community,dest_id,dest_community
1337256,15,1362039,15
1337342,22,1342892,0
1337342,22,1343433,28
1337381,22,1347597,22
133747,38,1301429,0
133747,38,1378085,38
133747,38,188295,0
133747,38,553375,0
133747,38,731823,0
133747,38,758575,0
1337556,0,1343433,28
1337556,0,1343441,0
1337761,22,1344880,22
1337761,22,1344895,22
1337761,22,1344915,22
1337840,3,1362039,15
1337852,0,1342892,0
1337852,0,1343193,0
1337852,0,1343433,28
1338324,30,1362039,15
1338324,30,1550662,30
1338324,30,2094245,30
1338324,30,2094270,30
1339473,4,1362039,15
1339473,4,1386401,4
1339473,4,3299745,20
1340306,1,1362039,15
1340306,1,1622690,1
1340380,0,1345519,0
1340593,14,1353596,14
1340593,14,1353612,14
1340593,14,1353757,14
1340593,14,1353840,14
1340593,14,1362039,15
1340593,14,1386401,4
1340593,14,1882250,14
1340593,14,1882364,14
1340593,14,1924630,14
1340593,14,1924817,14
1340593,14,1927539,14
1340593,14,1943527,14
1340593,14,2029365,14
1340593,14,2258146,14
1340593,14,2671882,14
1340593,14,2671896,14
1340593,14,3077642,4
13407,22,177308,22
13407,22,177436,22
13407,22,177640,22
1341176,15,10179842,15
1341176,15,10184281,15
1341176,15,1362039,15
1341892,20,10491504,3
1341892,20,1362039,15
1341892,20,1389736,20
1341892,20,1587236,20
1341892,20,1587355,20
1341892,20,1927539,14
1342369,0,10590088,0
134276,0,1195484,0
134276,0,1301429,0
134276,0,1343283,0
134276,0,1343285,0
134276,0,1346689,0
134276,0,189853,0
134276,0,252702,0
134276,0,731823,0
1342892,0,10114410,0
1342892,0,10313973,0
1342892,0,10526860,0
1342892,0,1344895,22
1342892,0,1347806,0
1342892,0,1381012,0
1342892,0,1417391,3
1342892,0,1447525,0
1342892,0,1471711,0
1342892,0,1564752,22
1342892,0,1634766,0
1342892,0,1640029,0
1342892,0,1891980,0
1342892,0,1918360,0
1342892,0,1947172,0
1342892,0,1973693,0
1342892,0,2029365,14
1342892,0,2049311,0
1342892,0,2065958,22
1342892,0,2066022,22
1342892,0,2102474,0
1342892,0,2203323,30
1342892,0,2211579,0
1342892,0,2211891,0
1342892,0,2325112,0
1342892,0,2366818,0
1342892,0,2486794,3
1342892,0,2587928,0
1342892,0,2688573,0
1342892,0,2717348,0
1342892,0,2888645,0
1342892,0,2906537,0
1342892,0,3103530,21
1342892,0,3184056,0
1342892,0,3190068,0
1342892,0,3273363,0
1342892,0,3299744,20
1342892,0,3307050,0
1342892,0,3316900,0
1342892,0,3342620,0
1342892,0,3348258,0
1342892,0,3367261,0
1342892,0,3369241,0
1342892,0,3381098,0
1342892,0,3381114,0
1342892,0,3383035,0
1342892,0,3398943,0
1342892,0,3500299,0
1342892,0,3547729,0
1342892,0,3798591,0
1342892,0,3928822,3
1342892,0,4007535,0
1342892,0,4088829,0
1342892,0,4123571,0
1342892,0,4143722,0
1342892,0,4161000,0
1342892,0,4173940,0
1342892,0,4191205,3
1342892,0,4236223,0
1342892,0,4484178,0
1342892,0,4486229,0
1342892,0,4547436,0
1342892,0,4555704,0
1342892,0,4812684,0
1342892,0,4857767,0
1342892,0,4925741,0
1342892,0,5014936,0
1342892,0,5077926,0
1342892,0,5545394,0
1342892,0,5823042,0
1342892,0,5823079,0
1342892,0,5901508,0
1342892,0,6027870,0
1342892,0,6115671,3
1342892,0,6368611,0
1342892,0,7512542,0
1342892,0,7534497,0
1342892,0,7814090,3
1342892,0,7845340,0
1342892,0,8458385,0
1342892,0,8658180,0
1342892,0,8658181,0
1342892,0,8701578,0
1342892,0,8858619,0
1342892,0,9131145,21
1342892,0,9668536,0
1342892,0,9928760,0
1342988,3,1347806,0
1342988,3,4843992,3
1343015,0,10003530,0
1343015,0,10006512,0
1343015,0,10008448,0
1343015,0,10018925,0
1343015,0,10069731,0
1343015,0,10094780,3
1343015,0,10106229,0
1343015,0,10219990,0
1343015,0,10220703,0
1343015,0,10222579,0
1343015,0,10226403,3
1343015,0,10227085,0
1343015,0,10307617,0
1343015,0,10317076,0
1343015,0,10455551,0
1343015,0,10463035,4
1343015,0,10505708,0
1343015,0,10523354,0
1343015,0,10566719,0
1343015,0,10578561,0
1343015,0,10598870,0
1343015,0,10653443,0
1343015,0,1357494,22
1343015,0,1360993,0
1343015,0,1380033,0
1343015,0,1500326,0
1343015,0,1513962,0
1343015,0,1516136,0
1343015,0,1548480,0
1343015,0,1564780,22
1343015,0,1566664,0
1343015,0,1583993,0
1343015,0,1611276,0
1343015,0,1611696,0
1343015,0,1619480,0
1343015,0,1635289,0
1343015,0,1695644,0
1343015,0,1719129,0
1343015,0,1802108,0
1343015,0,1816115,0
1343015,0,1819286,3
1343015,0,1819683,0
1343015,0,1840846,0
1343015,0,1863133,0
1343015,0,1882250,14
1343015,0,1920004,20
1343015,0,1927228,4
1343015,0,1961902,0
1343015,0,2001618,21
1343015,0,2026140,0
1343015,0,2035277,0
1343015,0,2060601,22
1343015,0,2066051,22
1343015,0,2079388,0
1343015,0,2082316,0
1343015,0,2086311,0
1343015,0,2090274,0
1343015,0,2134110,0
1343015,0,2143485,0
1343015,0,2158326,0
1343015,0,2264938,0
1343015,0,2311670,28
1343015,0,2344050,4
1343015,0,2372962,0
1343015,0,2422811,0
1343015,0,2441391,0
1343015,0,2471200,0
1343015,0,2541323,0
1343015,0,2568498,0
1343015,0,2575010,0
1343015,0,2577149,0
1343015,0,2592858,0
1343015,0,2612531,0
1343015,0,2640784,0
1343015,0,2675948,0
1343015,0,2718856,0
1343015,0,2839721,0
1343015,0,2842379,0
1343015,0,2851060,0
1343015,0,2874375,21
1343015,0,2894097,0
1343015,0,2934026,0
1343015,0,2998444,0
1343015,0,3001827,0
1343015,0,3032028,0
1343015,0,3048768,4
1343015,0,3049073,0
1343015,0,3094109,0
1343015,0,3120590,0
1343015,0,3127074,0
1343015,0,3128924,0
1343015,0,3133661,0
1343015,0,3139318,0
1343015,0,3147003,0
1343015,0,3179332,0
1343015,0,3182824,0
1343015,0,3194326,0
1343015,0,3216446,0
1343015,0,3233307,1
1343015,0,3235070,0
1343015,0,3246924,0
1343015,0,3289684,0
1343015,0,3300698,0
1343015,0,3343942,0
1343015,0,3351875,0
1343015,0,3377048,0
1343015,0,3380535,0
1343015,0,3463027,0
1343015,0,3530535,0
1343015,0,3543761,0
1343015,0,3559862,0
1343015,0,3567280,4
1343015,0,3571429,0
1343015,0,3591166,0
1343015,0,3591791,0
1343015,0,3602457,0
1343015,0,3637242,0
1343015,0,3637934,0
1343015,0,3661447,0
1343015,0,3661610,0
1343015,0,3665133,0
1343015,0,3674164,0
1343015,0,3681650,0
1343015,0,3696840,0
1343015,0,3718218,0
1343015,0,3742768,0
1343015,0,3762751,0
1343015,0,3785473,0
1343015,0,3793876,0
1343015,0,3805095,0
1343015,0,3805822,21
1343015,0,3828331,0
1343015,0,3872112,0
1343015,0,3875417,0
1343015,0,3935649,0
1343015,0,3947188,0
1343015,0,3955582,0
1343015,0,3959804,0
1343015,0,3981845,0
1343015,0,3987402,0
1343015,0,4006794,0
1343015,0,4024094,0
1343015,0,4032434,0
1343015,0,4038709,0
1343015,0,4049850,0
1343015,0,4059869,0
1343015,0,4085478,0
1343015,0,4094779,0
1343015,0,4097375,3
1343015,0,4108919,0
1343015,0,4117149,0
1343015,0,4143552,0
1343015,0,4156422,0
1343015,0,4157902,0
1343015,0,4163289,0
1343015,0,4208967,0
1343015,0,4287486,0
1343015,0,4313138,0
1343015,0,4332492,0
1343015,0,4413077,0
1343015,0,4451945,0
1343015,0,4517229,0
1343015,0,4552992,0
1343015,0,4581883,0
1343015,0,4582441,3
1343015,0,4590623,0
1343015,0,4591242,3
1343015,0,4635287,0
1343015,0,4678129,0
1343015,0,4679199,0
1343015,0,4693653,0
1343015,0,4786504,0
1343015,0,4804040,0
1343015,0,4816127,0
1343015,0,4869159,0
1343015,0,4889329,0
1343015,0,4890532,0
1343015,0,4914751,0
1343015,0,4919734,0
1343015,0,4984664,0
1343015,0,5005918,0
1343015,0,5078113,0
1343015,0,5132491,0
1343015,0,5132971,0
1343015,0,5144221,0
1343015,0,5198245,0
1343015,0,5264362,0
1343015,0,5285926,0
1343015,0,5340447,0
1343015,0,5343548,0
1343015,0,5408219,0
1343015,0,5481631,0
1343015,0,5499273,0
1343015,0,5543188,0
1343015,0,5557945,0
1343015,0,5600113,0
1343015,0,5620186,0
1343015,0,5620439,0
1343015,0,5636979,0
1343015,0,5647349,0
1343015,0,5672914,3
1343015,0,5675098,0
1343015,0,5882879,0
1343015,0,5944113,0
1343015,0,5953339,0
1343015,0,6045371,21
1343015,0,6104224,0
1343015,0,6124887,0
1343015,0,6126711,0
1343015,0,6136089,0
1343015,0,6138138,0
1343015,0,6149471,0
1343015,0,6159134,0
1343015,0,6164583,3
1343015,0,6175969,0
1343015,0,6184403,0
1343015,0,6205530,0
1343015,0,6250599,0
1343015,0,6302529,0
1343015,0,6310427,0
1343015,0,6363158,3
1343015,0,6386586,21
1343015,0,6507303,0
1343015,0,6563568,0
1343015,0,6577404,0
1343015,0,6580378,0
1343015,0,6708058,0
1343015,0,6708110,0
1343015,0,6759076,0
1343015,0,6775381,0
1343015,0,6883889,0
1343015,0,6942285,0
1343015,0,6986512,0
1343015,0,7146928,0
1343015,0,7535580,0
1343015,0,7538792,0
1343015,0,7540480,0
1343015,0,7546052,0
1343015,0,7557794,0
1343015,0,7590037,0
1343015,0,7598106,0
1343015,0,7639843,0
1343015,0,7664198,0
1343015,0,7733845,0
1343015,0,7752877,0
1343015,0,7796292,3
1343015,0,7808440,0
1343015,0,7863243,3
1343015,0,7978022,0
1343015,0,8005256,0
1343015,0,8030539,0
1343015,0,8043202,1
1343015,0,8094263,3
1343015,0,8108517,0
1343015,0,8164544,0
1343015,0,8182562,0
1343015,0,8226687,0
1343015,0,8279311,0
1343015,0,8318404,0
1343015,0,8392104,0
1343015,0,8455900,0
1343015,0,8460776,0
1343015,0,8485494,0
1343015,0,8567348,0
1343015,0,8601657,0
1343015,0,8658658,0
1343015,0,8683643,0
1343015,0,8701457,0
1343015,0,8746778,0
1343015,0,8860534,0
1343015,0,9028941,0
1343015,0,9095283,0
1343015,0,9118517,0
1343015,0,9147210,0
1343015,0,9202984,0
1343015,0,9252512,0
1343015,0,9261907,0
1343015,0,9303385,0
1343015,0,9316674,0
1343015,0,9329494,0
1343015,0,9366501,0
1343015,0,9392980,0
1343015,0,9413023,21
1343015,0,9436674,0
1343015,0,9439833,0
1343015,0,9495294,0
1343015,0,9582980,0
1343015,0,9596750,0
1343015,0,9616399,0
1343015,0,9628806,0
1343015,0,9639076,3
1343015,0,9639669,3
1343015,0,9640857,0
1343015,0,9645854,0
1343015,0,9646968,3
1343015,0,9651591,0
1343015,0,9681730,28
1343015,0,9681773,0
1343015,0,9708620,0
1343015,0,9766677,0
1343015,0,9798159,15
1343015,0,9822162,0
1343015,0,9852863,3
1343015,0,9857006,0
1343015,0,9942652,0
1343015,0,9955985,0
1343015,0,9959165,0
1343015,0,9975451,0
1343035,0,10053038,0
1343035,0,10187252,0
1343035,0,10227085,0
1343035,0,10341612,0
1343035,0,10494413,0
1343035,0,1360171,0
1343035,0,1360884,28
1343035,0,1385869,0
1343035,0,1396867,0
1343035,0,1403972,0
1343035,0,1433630,0
1343035,0,1456542,0
1343035,0,1458793,0
1343035,0,1566664,0
1343035,0,1743984,0
1343035,0,1750108,0
1343035,0,1887028,0
1343035,0,1897251,0
1343035,0,1927310,0
1343035,0,1976716,0
1343035,0,2179542,0
1343035,0,2211891,0
1343035,0,2219897,0
1343035,0,2242618,0
1343035,0,2264938,0
1343035,0,2278439,0
1343035,0,2361066,0
1343035,0,2448611,0
1343035,0,2485299,0
1343035,0,2576546,0
1343035,0,2589874,4
1343035,0,2682160,0
1343035,0,2756631,0
1343035,0,2797933,0
1343035,0,2880136,0
1343035,0,2984392,0
1343035,0,3032706,0
1343035,0,3101400,0
1343035,0,3304394,0
1343035,0,3354913,0
1343035,0,3685400,0
1343035,0,3764650,0
1343035,0,3904603,0
1343035,0,4173940,0
1343035,0,4200900,4
1343035,0,4275088,28
1343035,0,4279196,0
1343035,0,4300910,0
1343035,0,4328039,0
1343035,0,4342538,0
1343035,0,4546145,0
1343035,0,4631733,0
1343035,0,4831702,0
1343035,0,4851141,0
1343035,0,4861050,0
1343035,0,4882977,0
1343035,0,4926033,0
1343035,0,5047492,0
1343035,0,5047514,0
1343035,0,5240587,0
1343035,0,5253261,0
1343035,0,5416050,0
1343035,0,5433409,0
1343035,0,5433936,0
1343035,0,5519235,0
1343035,0,6216912,0
1343035,0,6273285,0
1343035,0,6685383,0
1343035,0,6685585,0
1343035,0,6686456,0
1343035,0,6716594,0
1343035,0,6800796,0
1343035,0,7510393,0
1343035,0,7846434,0
1343035,0,8235236,0
1343035,0,8460664,0
1343035,0,8488864,0
1343035,0,8576288,0
1343035,0,8701578,0
1343035,0,8874371,3
1343035,0,8921149,0
1343035,0,9137585,0
1343035,0,9280796,0
1343035,0,9333000,0
1343035,0,9577206,0
1343035,0,9609911,0
1343035,0,9616399,0
1343035,0,9928614,0
1343035,0,9939041,0
1343035,0,9975451,0
1343193,0,10003530,0
1343193,0,10008448,0
1343193,0,10028928,0
1343193,0,10072810,0
1343193,0,10096669,0
1343193,0,10103298,0
1343193,0,10103452,0
1343193,0,10103959,1
1343193,0,10104847,0
1343193,0,10113872,0
1343193,0,10113893,0
1343193,0,10129247,0
1343193,0,10131995,0
1343193,0,10136534,0
1343193,0,10138176,0
1343193,0,10145104,0
1343193,0,10187657,0
1343193,0,10210886,22
1343193,0,10219388,0
1343193,0,10256114,0
1343193,0,10259442,0
1343193,0,10409256,15
1343193,0,10430049,3
1343193,0,10494413,0
1343193,0,10506488,0
1343193,0,10518547,0
1343193,0,10519065,0
1343193,0,10529338,14
1343193,0,1352456,21
1343193,0,1410164,0
1343193,0,1443870,20
1343193,0,1456542,0
1343193,0,1494142,0
1343193,0,1523851,20
1343193,0,1550662,30
1343193,0,1612085,0
1343193,0,1691357,0
1343193,0,1750108,0
1343193,0,1811501,3
1343193,0,1849977,0
1343193,0,1851827,4
1343193,0,1924414,4
1343193,0,1928608,0
1343193,0,1942366,20
1343193,0,2000395,21
1343193,0,2011308,0
1343193,0,2020643,20
1343193,0,2022656,4
1343193,0,2024308,20
1343193,0,2043988,0
1343193,0,2082463,0
1343193,0,2103316,0
1343193,0,2135410,0
1343193,0,2137339,12
1343193,0,2146702,0
1343193,0,2158326,0
1343193,0,2165389,0
1343193,0,2180667,0
1343193,0,2189779,0
1343193,0,2194424,0
1343193,0,2198365,0
1343193,0,2212272,0
1343193,0,2219897,0
1343193,0,2232259,4
1343193,0,2242618,0
1343193,0,2258146,14
1343193,0,2277329,4
1343193,0,2299967,15
1343193,0,2310825,0
1343193,0,2321247,20
1343193,0,2321249,4
1343193,0,2321795,0
1343193,0,2346841,0
1343193,0,2368636,0
1343193,0,2426110,0
1343193,0,2427329,0
1343193,0,2443690,0
1343193,0,2474147,0
1343193,0,2488534,15
1343193,0,2532176,0
1343193,0,2534030,0
1343193,0,2544049,0
1343193,0,2587928,0
1343193,0,2628014,0
1343193,0,2742287,0
1343193,0,2768597,0
1343193,0,2774802,0
1343193,0,2829790,0
1343193,0,2847654,1
1343193,0,2855846,0
1343193,0,2856202,0
1343193,0,2856415,3
1343193,0,2857912,0
1343193,0,2880136,0
1343193,0,2889313,0
1343193,0,2947941,3
1343193,0,2951100,0
1343193,0,2957434,0
1343193,0,2964345,4
1343193,0,2968468,15
1343193,0,3000135,0
1343193,0,3008211,0
1343193,0,3038441,0
1343193,0,3039610,3
1343193,0,3087855,0
1343193,0,3087932,0
1343193,0,3095185,0
1343193,0,3096516,0
1343193,0,3128299,15
1343193,0,3197977,0
1343193,0,3204496,0
1343193,0,3227446,0
1343193,0,3274418,0
1343193,0,3282532,0
1343193,0,3292355,20
1343193,0,3304394,0
1343193,0,3442320,0
1343193,0,3485046,0
1343193,0,3497140,0
1343193,0,3534513,0
1343193,0,3567024,4
1343193,0,3598329,0
1343193,0,3619181,0
1343193,0,3637934,0
1343193,0,3646801,20
1343193,0,3648879,3
1343193,0,3659517,20
1343193,0,3744398,0
1343193,0,3746852,0
1343193,0,3757086,0
1343193,0,3758714,3
1343193,0,3768829,0
1343193,0,3770206,0
1343193,0,3773418,0
1343193,0,3785821,3
1343193,0,3798591,0
1343193,0,3801148,0
1343193,0,3804322,0
1343193,0,3830051,0
1343193,0,3830305,20
1343193,0,3830318,20
1343193,0,3835901,0
1343193,0,3842910,0
1343193,0,3847010,4
1343193,0,3853195,0
1343193,0,3872112,0
1343193,0,3878553,0
1343193,0,3878944,0
1343193,0,3881488,0
1343193,0,3892174,0
1343193,0,3923114,0
1343193,0,3933266,3
1343193,0,3976625,0
1343193,0,3993688,0
1343193,0,4002505,0
1343193,0,4042708,0
1343193,0,4044343,30
1343193,0,4055704,3
1343193,0,4060672,0
1343193,0,4117059,0
1343193,0,4143931,0
1343193,0,4153207,0
1343193,0,4163181,15
1343193,0,4174592,0
1343193,0,4193421,0
1343193,0,4194231,0
1343193,0,4203802,0
1343193,0,4229550,0
1343193,0,4232864,0
1343193,0,4243591,0
1343193,0,4252505,0
1343193,0,4305232,0
1343193,0,4320902,0
1343193,0,4348840,0
1343193,0,4349087,0
1343193,0,4359966,0
1343193,0,4388577,0
1343193,0,4388719,0
1343193,0,4394823,0
1343193,0,4402327,0
1343193,0,4414535,20
1343193,0,4416885,0
1343193,0,4630654,0
1343193,0,4651817,0
1343193,0,4690433,0
1343193,0,4714697,0
1343193,0,4720238,0
1343193,0,4725984,0
1343193,0,4779640,0
1343193,0,4791472,0
1343193,0,4827482,0
1343193,0,4831467,0
1343193,0,4914190,0
1343193,0,4918828,0
1343193,0,4997032,0
1343193,0,5027971,0
1343193,0,5131944,0
1343193,0,5133707,0
1343193,0,5136490,0
1343193,0,5137458,0
1343193,0,5151187,0
1343193,0,5160529,0
1343193,0,5173354,0
1343193,0,5252700,3
1343193,0,5333227,0
1343193,0,5336623,0
1343193,0,5354307,15
1343193,0,5375053,0
1343193,0,5401455,15
1343193,0,5405493,0
1343193,0,5408244,0
1343193,0,5423352,0
1343193,0,5438519,3
1343193,0,5462802,0
1343193,0,5505057,0
1343193,0,5505898,0
1343193,0,5510545,0
1343193,0,5554749,0
1343193,0,5563558,0
1343193,0,5576848,0
1343193,0,5583376,0
1343193,0,5607176,0
1343193,0,5620614,0
1343193,0,5677978,3
1343193,0,5700459,0
1343193,0,5721152,0
1343193,0,5743604,0
1343193,0,5760054,3
1343193,0,5762560,0
1343193,0,5767813,3
1343193,0,5770863,0
1343193,0,5789872,0
1343193,0,5794182,0
1343193,0,5794436,0
1343193,0,5811344,0
1343193,0,5826259,3
1343193,0,5830070,0
1343193,0,5839257,0
1343193,0,5846327,0
1343193,0,5847656,0
1343193,0,5879955,22
1343193,0,5892248,0
1343193,0,5901835,0
1343193,0,5903925,0
1343193,0,5924267,0
1343193,0,5939056,0
1343193,0,5953339,0
1343193,0,5969128,0
1343193,0,5969741,0
1343193,0,5975397,0
1343193,0,5991622,21
1343193,0,6000848,3
1343193,0,6004030,0
1343193,0,6008332,4
1343193,0,6011633,0
1343193,0,6017564,0
1343193,0,6027870,0
1343193,0,6028717,0
1343193,0,6030578,0
1343193,0,6051288,0
1343193,0,6064530,0
1343193,0,6067251,0
1343193,0,6069043,0
1343193,0,6071513,0
1343193,0,6071547,0
1343193,0,6071576,0
1343193,0,6075716,0
1343193,0,6081445,0
1343193,0,6081621,0
1343193,0,6101853,0
1343193,0,6121525,0
1343193,0,6135480,0
1343193,0,6137015,0
1343193,0,6137022,15
1343193,0,6150083,1
1343193,0,6159625,0
1343193,0,6164343,0
1343193,0,6172401,14
1343193,0,6175969,0
1343193,0,6183743,0
1343193,0,6184403,0
1343193,0,6190628,3
1343193,0,6195436,0
1343193,0,6216912,0
1343193,0,6240177,0
1343193,0,6249203,3
1343193,0,6285748,0
1343193,0,6306041,0
1343193,0,6310248,3
1343193,0,6322358,0
1343193,0,6331479,0
1343193,0,6339675,0
1343193,0,6378413,3
1343193,0,6395406,0
1343193,0,6407597,3
1343193,0,6410203,0
1343193,0,6417719,0
1343193,0,6474258,3
1343193,0,6481274,0
1343193,0,6489701,0
1343193,0,6496644,0
1343193,0,6502532,20
1343193,0,6505488,0
1343193,0,6517735,0
1343193,0,6517750,0
1343193,0,6518709,0
1343193,0,6530058,0
1343193,0,6546022,0
1343193,0,6558994,0
1343193,0,6577404,0
1343193,0,6579230,0
1343193,0,6579511,0
1343193,0,6591987,3
1343193,0,6628988,22
1343193,0,6682657,0
1343193,0,6775371,0
1343193,0,6885554,0
1343193,0,6928423,0
1343193,0,6981777,3
1343193,0,7050130,0
1343193,0,7453358,0
1343193,0,7510373,0
1343193,0,7534859,0
1343193,0,7540480,0
1343193,0,7546052,0
1343193,0,7584156,0
1343193,0,7645032,0
1343193,0,7654564,0
1343193,0,7675791,0
1343193,0,7711854,0
1343193,0,7788171,0
1343193,0,7788880,0
1343193,0,7788970,0
1343193,0,7789024,0
1343193,0,7820547,0
1343193,0,7921073,0
1343193,0,7980218,22
1343193,0,8056278,0
1343193,0,8110343,15
1343193,0,8203771,0
1343193,0,8206305,0
1343193,0,8207279,0
1343193,0,8226687,0
1343193,0,8247894,3
1343193,0,8304526,0
1343193,0,8331958,0
1343193,0,8397851,0
1343193,0,8447779,0
1343193,0,8495637,0
1343193,0,8591502,0
1343193,0,8640310,0
1343193,0,8669383,0
1343193,0,8679923,0
1343193,0,8687425,0
1343193,0,8693737,3
1343193,0,8706424,0
1343193,0,8714542,0
1343193,0,8723412,21
1343193,0,8744494,3
1343193,0,8769011,3
1343193,0,8807930,0
1343193,0,8835651,22
1343193,0,8906443,0
1343193,0,8918115,0
1343193,0,8967744,20
1343193,0,8968919,0
1343193,0,9064785,0
1343193,0,9149337,21
1343193,0,9225464,0
1343193,0,9300338,0
1343193,0,9508834,0
1343193,0,9726527,0
1343193,0,9726589,0
1343193,0,9726598,0
1343193,0,9726913,0
1343193,0,9726927,0
1343193,0,9726956,0
1343193,0,9726974,0
1343193,0,9726993,0
1343193,0,9727002,0
1343193,0,9727066,0
1343193,0,9727088,0
1343193,0,9727096,0
1343193,0,9727479,0
1343193,0,9728039,0
1343193,0,9728108,0
1343193,0,9731758,0
1343193,0,9731787,0
1343193,0,9731985,0
1343193,0,9732024,0
1343193,0,9732058,0
1343193,0,9732098,0
1343193,0,9732171,0
1343193,0,9732817,0
1343193,0,9732867,0
1343193,0,9733014,0
1343193,0,9733588,0
1343193,0,9775033,0
1343193,0,9797898,3
1343193,0,9894290,0
1343283,0,10099895,0
1343283,0,10109433,0
1343283,0,10205470,0
1343283,0,10224403,0
1343283,0,10259146,0
1343283,0,1446375,0
1343283,0,1446379,0
1343283,0,1467653,0
1343283,0,1473399,0
1343283,0,1479159,0
1343283,0,1488649,0
1343283,0,1507674,0
1343283,0,1518424,0
1343283,0,1570115,0
1343283,0,1664352,0
1343283,0,1685738,0
1343283,0,1739829,0
1343283,0,1882364,14
1343283,0,1912046,0
1343283,0,2065994,22
1343283,0,2066037,22
1343283,0,2066059,22
1343283,0,2108195,0
1343283,0,2150734,0
1343283,0,2154214,0
1343283,0,2185237,0
1343283,0,2264047,0
1343283,0,2286508,0
1343283,0,2320787,0
1343283,0,2433952,0
1343283,0,2456358,0
1343283,0,2472162,0
1343283,0,2557370,0
1343283,0,2560357,0
1343283,0,2567052,0
1343283,0,2648578,0
1343283,0,2729119,0
1343283,0,2729472,0
1343283,0,2750581,0
1343283,0,2761290,0
1343283,0,2781588,0
1343283,0,2788214,0
1343283,0,2830778,0
1343283,0,2890095,0
1343283,0,2890674,0
1343283,0,2929271,0
1343283,0,2987518,0
1343283,0,3013861,0
1343283,0,3032697,0
1343283,0,3047484,0
1343283,0,3048599,0
1343283,0,3071101,0
1343283,0,3190809,0
1343283,0,3443216,0
1343283,0,3457233,0
1343283,0,3517777,0
1343283,0,3524814,0
1343283,0,3552084,0
1343283,0,3591166,0
1343283,0,3623341,0
1343283,0,3665804,0
1343283,0,3761692,0
1343283,0,3818408,0
1343283,0,3890191,0
1343283,0,3896089,0
1343283,0,3909433,0
1343283,0,3968628,0
1343283,0,3969376,0
1343283,0,4028953,0
1343283,0,4028958,0
1343283,0,4096358,0
1343283,0,4175129,0
1343283,0,4294727,0
1343283,0,4329939,0
1343283,0,4386298,0
1343283,0,4390496,0
1343283,0,4445912,0
1343283,0,4447949,0
1343283,0,4476686,0
1343283,0,4493041,0
1343283,0,4496543,0
1343283,0,4499358,0
1343283,0,4522848,0
1343283,0,4551596,0
1343283,0,4645306,0
1343283,0,4752441,0
1343283,0,4812451,0
1343283,0,4920900,0
1343283,0,4984687,0
1343283,0,5006748,0
1343283,0,5089625,0
1343283,0,5089765,0
1343283,0,5129004,0
1343283,0,5148521,0
1343283,0,5505898,0
1343283,0,5540870,0
1343283,0,5745510,0
1343283,0,5811344,0
1343283,0,5823709,0
1343283,0,5970781,0
1343283,0,5975397,0
1343283,0,6011633,0
1343283,0,6081445,0
1343283,0,6081621,0
1343283,0,6145845,0
1343283,0,6236100,0
1343283,0,6345910,0
1343283,0,6433709,0
1343283,0,6472583,0
1343283,0,6498484,0
1343283,0,6543565,0
1343283,0,6576854,0
1343283,0,6626893,0
1343283,0,6711560,0
1343283,0,6719159,0
1343283,0,6728345,0
1343283,0,6744878,0
1343283,0,6882766,0
1343283,0,6915944,0
1343283,0,6930940,0
1343283,0,7033687,0
1343283,0,7183429,0
1343283,0,7550611,0
1343283,0,7634215,0
1343283,0,7641423,0
1343283,0,7642720,0
1343283,0,7650645,0
1343283,0,7816827,0
1343283,0,7825724,0
1343283,0,7857709,0
1343283,0,7863367,0
1343283,0,8032107,0
1343283,0,8089094,0
1343283,0,8118842,0
1343283,0,8281488,0
1343283,0,8286223,0
1343283,0,8300788,0
1343283,0,8383392,0
1343283,0,8392437,0
1343283,0,8442980,0
1343283,0,8527396,0
1343283,0,8635557,0
1343283,0,8647757,0
1343283,0,8715188,0
1343283,0,8815139,0
1343283,0,8816266,0
1343283,0,8872665,0
1343283,0,8878349,0
1343283,0,9152548,0
1343283,0,9202307,0
1343283,0,9232273,0
1343283,0,9333321,0
1343283,0,9379997,0
1343283,0,9461182,0
1343283,0,9503093,0
1343283,0,9701073,0
1343283,0,9739481,0
1343283,0,9753436,0
1343283,0,9806318,0
1343283,0,9827088,0
1343283,0,9831124,0
1343283,0,9906004,0
1343283,0,9909325,0
1343283,0,9949538,0
1343285,0,10099895,0
1343285,0,10109433,0
1343285,0,10162507,0
1343285,0,10205470,0
1343285,0,10224403,0
1343285,0,10259146,0
1343285,0,10523354,0
1343285,0,1446375,0
1343285,0,1446379,0
1343285,0,1467653,0
1343285,0,1473399,0
1343285,0,1479159,0
1343285,0,1488649,0
1343285,0,1518424,0
1343285,0,1534204,0
1343285,0,1570115,0
1343285,0,1587908,0
1343285,0,1611276,0
1343285,0,1664352,0
1343285,0,1685738,0
1343285,0,1739829,0
1343285,0,1840846,0
1343285,0,1863133,0
1343285,0,1882250,14
1343285,0,1882364,14
1343285,0,2012301,0
1343285,0,2026140,0
1343285,0,2035277,0
1343285,0,2065994,22
1343285,0,2066037,22
1343285,0,2066059,22
1343285,0,2108195,0
1343285,0,2150734,0
1343285,0,2154214,0
1343285,0,2185237,0
1343285,0,2264047,0
1343285,0,2286508,0
1343285,0,2320787,0
1343285,0,2433952,0
1343285,0,2441391,0
1343285,0,2456358,0
1343285,0,2472162,0
1343285,0,2557370,0
1343285,0,2560357,0
1343285,0,2567052,0
1343285,0,2648578,0
1343285,0,2729119,0
1343285,0,2729472,0
1343285,0,2742904,0
